news_id,category,category_group,x,y
N14431,autos,autos,-32.72867965698242,21.432701110839844
N8237,foodanddrink,foodanddrink,-33.391456604003906,7.49428653717041
N35437,health,health,-26.885114669799805,4.759396553039551
N33974,video,video,28.338661193847656,-33.69357681274414
N30267,finance,finance,-26.526514053344727,-21.628036499023438
N49643,autos,autos,-3.234044075012207,-58.05741882324219
N55570,sports,sports,29.1617431640625,40.147705078125
N59447,news,news,-1.551988124847412,-18.349702835083008
N58616,finance,finance,-10.476839065551758,13.097702980041504
N30546,news,news,-0.5636927485466003,-43.10567092895508
N521,movies,other,6.633570194244385,6.087623119354248
N58809,finance,finance,-16.73220443725586,14.619123458862305
N40759,finance,finance,-17.24236488342285,16.60381507873535
N51317,news,news,-9.817870140075684,-22.282028198242188
N60395,finance,finance,-11.559032440185547,-24.861385345458984
N30271,sports,sports,-1.439802885055542,49.983333587646484
N14850,travel,travel,-17.062623977661133,-35.82395935058594
N7488,news,news,-0.37067729234695435,-30.495487213134766
N36909,autos,autos,-34.81527328491211,20.398189544677734
N18036,weather,weather,-40.336952209472656,-32.815940856933594
N39206,news,news,1.962345004081726,-28.88222885131836
N64910,sports,sports,3.1158673763275146,57.36178970336914
N61207,news,news,32.594085693359375,-31.32208251953125
N2244,foodanddrink,foodanddrink,-36.20996856689453,4.558140277862549
N5548,video,video,3.9640018939971924,0.22036123275756836
N27697,sports,sports,1.8730344772338867,56.87812423706055
N15681,sports,sports,-5.327042579650879,65.0445327758789
N59608,video,video,-24.9478759765625,-11.976933479309082
N23315,foodanddrink,foodanddrink,-20.464248657226562,-9.03541088104248
N11773,health,health,58.83388137817383,5.924795627593994
N26333,lifestyle,lifestyle,-5.573282718658447,-1.195215106010437
N26796,news,news,-1.845697283744812,-49.52695083618164
N53167,lifestyle,lifestyle,1.7387616634368896,-12.134413719177246
N4037,sports,sports,18.677337646484375,34.04690933227539
N44310,news,news,-11.375290870666504,-11.74818229675293
N46414,entertainment,other,-1.7337677478790283,5.098299980163574
N34837,foodanddrink,foodanddrink,-35.822261810302734,-11.841614723205566
N31915,autos,autos,-35.68874740600586,21.790864944458008
N54589,news,news,-40.25465774536133,-28.461692810058594
N56382,news,news,1.4882105588912964,-10.79218578338623
N43846,finance,finance,10.762883186340332,-6.531316757202148
N48058,news,news,25.79907989501953,-10.089118003845215
N22889,news,news,-15.309582710266113,-24.48202133178711
N17247,news,news,-18.96622657775879,2.046339988708496
N47558,health,health,7.088245391845703,-5.539133071899414
N56816,sports,sports,-6.3340606689453125,63.56065368652344
N55968,sports,sports,-24.2958984375,27.231739044189453
N44660,weather,weather,-13.385790824890137,-24.35926055908203
N50860,sports,sports,-9.157316207885742,54.734580993652344
N44852,sports,sports,3.8966476917266846,58.29317855834961
N54707,travel,travel,-29.60572052001953,-16.829370498657227
N29911,lifestyle,lifestyle,1.5281914472579956,12.254342079162598
N6548,news,news,25.403995513916016,-12.00448989868164
N43077,news,news,29.237545013427734,-17.96576690673828
N53191,autos,autos,-1.3429564237594604,-59.047908782958984
N33609,sports,sports,33.388858795166016,40.36880874633789
N53761,foodanddrink,foodanddrink,-35.139278411865234,7.059964179992676
N33515,foodanddrink,foodanddrink,-33.178810119628906,-10.40921688079834
N32036,foodanddrink,foodanddrink,-35.321815490722656,-5.068278789520264
N9134,entertainment,other,11.106674194335938,7.38132905960083
N43643,sports,sports,2.879483699798584,60.8193473815918
N525,news,news,23.95252227783203,-19.520408630371094
N24793,news,news,-33.03403854370117,-37.2486457824707
N55542,sports,sports,-0.10269167274236679,63.72404479980469
N8893,tv,other,3.628962755203247,8.091733932495117
N38260,sports,sports,9.298968315124512,14.519774436950684
N14673,sports,sports,37.27424621582031,38.79032897949219
N17135,news,news,9.548803329467773,-0.4035344123840332
N3581,travel,travel,-15.61153507232666,4.20878267288208
N48885,tv,other,5.239381313323975,12.295035362243652
N54415,sports,sports,28.8761043548584,37.72190856933594
N62319,news,news,-2.907135248184204,-35.835655212402344
N53792,sports,sports,-23.851816177368164,28.111696243286133
N5809,news,news,-4.901402473449707,-19.868099212646484
N60311,news,news,-3.590817928314209,-29.969539642333984
N39435,sports,sports,-2.044938802719116,67.22708129882812
N45614,news,news,1.030353307723999,-34.25653076171875
N57416,news,news,7.708144664764404,-7.672879695892334
N35817,sports,sports,29.207868576049805,45.9594612121582
N13836,sports,sports,-10.216349601745605,54.39978790283203
N12966,video,video,24.560768127441406,-14.764403343200684
N64310,health,health,-28.257915496826172,4.842445373535156
N5932,health,health,-18.939424514770508,-22.81779670715332
N11657,sports,sports,57.07766342163086,-0.6804260015487671
N26229,finance,finance,-14.199535369873047,-23.537973403930664
N42192,news,news,29.19972801208496,-31.524734497070312
N61872,news,news,-19.42272186279297,-25.47687530517578
N41386,sports,sports,-8.55725383758545,20.328161239624023
N58821,news,news,-15.153045654296875,-48.451820373535156
N3018,news,news,23.608530044555664,-23.34626007080078
N63265,health,health,-19.42701530456543,-9.042144775390625
N33922,news,news,30.48037338256836,-22.5398006439209
N28267,sports,sports,-0.4208386242389679,59.769466400146484
N53711,sports,sports,-29.831560134887695,33.56602096557617
N20935,sports,sports,31.456342697143555,39.36348342895508
N54549,foodanddrink,foodanddrink,-36.85688400268555,-13.526458740234375
N25636,video,video,-12.56344223022461,-40.402523040771484
N59419,news,news,-2.7942845821380615,-6.362691879272461
N51770,sports,sports,30.956554412841797,41.9296760559082
N32339,foodanddrink,foodanddrink,-36.9736328125,7.156179428100586
N4019,news,news,-16.612062454223633,-44.46462631225586
N6506,lifestyle,lifestyle,-11.5332612991333,-9.209836959838867
N18976,finance,finance,-15.799261093139648,15.765501022338867
N54047,news,news,10.75121021270752,-43.64293670654297
N52346,news,news,26.961441040039062,-13.702306747436523
N34571,finance,finance,3.5082509517669678,-41.94719696044922
N54416,sports,sports,-6.007592678070068,44.59627151489258
N17365,news,news,29.456348419189453,-28.945552825927734
N12791,news,news,-26.35172462463379,14.468904495239258
N42292,health,health,0.6635259985923767,7.356102466583252
N48041,video,video,21.997648239135742,-7.36409330368042
N10762,sports,sports,61.238460540771484,2.0754666328430176
N49975,music,other,6.698730945587158,7.408374309539795
N48398,sports,sports,4.459038734436035,35.03228759765625
N13592,finance,finance,18.73021125793457,-7.301859378814697
N9822,health,health,-16.2437686920166,-12.356739044189453
N34134,news,news,1.3534719944000244,-33.7717170715332
N25189,entertainment,other,-33.71604537963867,10.408288955688477
N58434,news,news,-27.78464126586914,-40.52788543701172
N27484,news,news,-3.378972291946411,-2.9450507164001465
N43357,autos,autos,-34.67246627807617,21.476770401000977
N20448,sports,sports,18.805912017822266,19.339088439941406
N56617,travel,travel,-21.044788360595703,-38.10540771484375
N37305,news,news,-14.120403289794922,-44.23380661010742
N59763,news,news,22.54932403564453,-25.222318649291992
N14386,news,news,10.865032196044922,-17.189279556274414
N28605,finance,finance,-20.150846481323242,-1.8062423467636108
N821,news,news,8.325638771057129,-33.24748229980469
N13968,movies,other,0.7978803515434265,-0.9760753512382507
N26978,lifestyle,lifestyle,-26.313995361328125,-7.3705644607543945
N38670,news,news,-25.886577606201172,-12.218006134033203
N43864,news,news,22.01810646057129,-25.868345260620117
N7823,news,news,25.523422241210938,-9.989903450012207
N48212,news,news,7.472121238708496,-45.73418045043945
N62183,video,video,-23.137126922607422,6.4211273193359375
N33131,news,news,34.725074768066406,-15.294727325439453
N47465,entertainment,other,8.283831596374512,10.383172988891602
N26930,sports,sports,32.02216720581055,37.91835021972656
N8623,news,news,29.874048233032227,-24.128854751586914
N62311,foodanddrink,foodanddrink,-7.40834903717041,12.713650703430176
N28272,news,news,1.3711879253387451,-44.48987579345703
N14980,finance,finance,-4.707965850830078,-11.875720024108887
N34445,autos,autos,-36.076263427734375,19.669309616088867
N43105,video,video,-20.608314514160156,-52.27144241333008
N41270,sports,sports,-5.7111496925354,28.253297805786133
N50094,sports,sports,19.813804626464844,19.34218978881836
N4445,news,news,30.293899536132812,-16.985971450805664
N42106,news,news,11.681262969970703,-34.55989456176758
N45902,sports,sports,1.9586657285690308,59.20296859741211
N47478,sports,sports,-0.02730049006640911,57.251136779785156
N45732,news,news,-1.7821487188339233,-57.862850189208984
N53726,finance,finance,-11.154415130615234,3.1618332862854004
N33613,weather,weather,-19.52532958984375,-40.352867126464844
N35949,news,news,8.793891906738281,-32.72904586791992
N28651,news,news,28.94774627685547,-25.233543395996094
N62283,news,news,32.0101203918457,-21.455583572387695
N11049,news,news,59.86532974243164,4.64471435546875
N7528,sports,sports,8.90799617767334,18.16271209716797
N38414,news,news,12.089295387268066,-35.34041213989258
N46059,health,health,9.845511436462402,-24.788366317749023
N33168,weather,weather,-21.74356460571289,-51.97140121459961
N60607,tv,other,7.989498138427734,-5.437987804412842
N1167,tv,other,62.208160400390625,6.7141194343566895
N12867,finance,finance,-15.390196800231934,-22.0893611907959
N45785,sports,sports,-1.7186416387557983,40.486270904541016
N42983,sports,sports,-10.021968841552734,47.14739990234375
N46033,foodanddrink,foodanddrink,-33.53516387939453,3.522972345352173
N22076,sports,sports,7.387156009674072,-38.872169494628906
N46246,sports,sports,0.17446792125701904,-0.9048253893852234
N36833,finance,finance,-15.696978569030762,14.977545738220215
N35192,sports,sports,-4.4624857902526855,23.083147048950195
N13238,news,news,-9.26679801940918,-50.82556915283203
N5440,news,news,1.5892539024353027,-33.253814697265625
N62069,sports,sports,11.934391975402832,28.593446731567383
N5837,news,news,4.754952430725098,-42.612274169921875
N21202,news,news,25.403860092163086,-20.908273696899414
N24660,news,news,-35.046085357666016,18.856727600097656
N3808,sports,sports,-2.2280285358428955,49.00917053222656
N12889,autos,autos,-30.61355209350586,11.885498046875
N47228,news,news,31.72975730895996,-30.24959373474121
N24356,news,news,8.028007507324219,-15.421622276306152
N34131,sports,sports,2.179593801498413,64.5638198852539
N18848,weather,weather,-18.83827781677246,-54.71826171875
N19154,video,video,23.62736701965332,-11.835643768310547
N65043,news,news,6.696417808532715,-47.86399841308594
N3384,foodanddrink,foodanddrink,-12.65812873840332,-21.159954071044922
N42782,sports,sports,22.119890213012695,17.59613037109375
N9945,news,news,-20.315698623657227,-3.125730514526367
N22983,sports,sports,-5.461304187774658,44.53933334350586
N64820,sports,sports,13.987860679626465,25.224681854248047
N44649,news,news,-21.612632751464844,-47.93073654174805
N59698,sports,sports,11.452675819396973,35.725730895996094
N5243,sports,sports,2.319739580154419,52.24026870727539
N40845,news,news,-6.40687370300293,-31.162822723388672
N51361,news,news,-0.5779631733894348,-26.57956886291504
N49266,sports,sports,-28.74627113342285,34.31947708129883
N31533,news,news,6.14307165145874,-20.29295539855957
N5011,sports,sports,17.93144989013672,15.955194473266602
N7211,sports,sports,-11.60120964050293,61.97642517089844
N24317,sports,sports,23.421403884887695,22.003742218017578
N25870,tv,other,1.366187572479248,8.58722972869873
N5863,news,news,-10.203457832336426,-13.980915069580078
N1153,sports,sports,56.187198638916016,1.9958237409591675
N25324,foodanddrink,foodanddrink,-32.83419418334961,6.831170082092285
N37598,autos,autos,-37.65626525878906,19.138235092163086
N29690,travel,travel,-29.039037704467773,8.101715087890625
N43520,news,news,26.493974685668945,-19.11309814453125
N6068,news,news,-10.347155570983887,-26.8685302734375
N35566,sports,sports,11.73707103729248,33.572933197021484
N61103,news,news,32.0034294128418,-21.723873138427734
N32483,tv,other,5.274138450622559,-4.483692169189453
N29373,news,news,28.235746383666992,-18.342947006225586
N10673,finance,finance,57.2137565612793,5.700490474700928
N47056,news,news,-6.2826337814331055,-2.0300981998443604
N1864,travel,travel,-6.794233322143555,-9.921947479248047
N37974,travel,travel,-26.401992797851562,-20.52313232421875
N45112,sports,sports,-2.045050621032715,67.22697448730469
N31256,sports,sports,-6.987196922302246,59.03069305419922
N25618,news,news,0.9765838384628296,4.53265380859375
